id,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源编码,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格
471,高运高庄,萧山区,萧山开发区,null,220,24809,2022-12-28,商品房,2018-04-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,200705AE162737,3室1厅1厨2卫,低楼层 (共33层),88.68,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,,,
472,龙湖旭辉春江悦茗,萧山区,萧山新城区,近地铁7号线兴议站,350,39142,2024-06-17,商品房,2018-10-12,普通住宅,满五年,非共有,有抵押,已上传房本照片,240618YB449477,3室2厅1厨2卫,低楼层 (共30层),89.42,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
473,众安白马御府,萧山区,萧山新城区,近地铁5号线育才北路站,370,38228,2023-03-12,商品房,2019-05-07,普通住宅,满五年,共有,无抵押,已上传房本照片,230316YZ063727,3室2厅1厨2卫,中楼层 (共19层),96.79,平层,暂无数据,板塔结合,南,砖混结构,简装,两梯四户,有,暂无数据,,,
474,戈雅公寓,萧山区,闻堰,null,520,37780,2024-09-24,商品房,2021-05-08,普通住宅,满两年,非共有,有抵押 280万,已上传房本照片,191208599434,3室2厅1厨2卫,中楼层 (共32层),137.64,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
475,翡翠江南华庭,萧山区,钱江世纪城,null,408,45967,2024-08-01,商品房,2021-03-17,普通住宅,满两年,非共有,有抵押,已上传房本照片,240809GI886971,3室2厅1厨2卫,低楼层 (共26层),88.76,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
476,三水一生,萧山区,义桥,null,300,17503,2023-09-23,商品房,2009-12-28,普通住宅,满五年,共有,无抵押,已上传房本照片,191007366522,5室2厅1厨3卫,高楼层 (共5层),171.4,跃层,156.6,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,,,
477,里横河社区,萧山区,萧山市区,近地铁2号线杭发厂站,128,21692,2022-08-06,商品房,2005-02-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,180930392239,2室1厅1厨1卫,高楼层 (共6层),59.01,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,,,
478,江南明城金座,萧山区,钱江世纪城,近地铁2号线振宁路站,66,31310,2023-12-01,商品房,2018-04-12,商住两用,满五年,非共有,无抵押,已上传房本照片,180327128052,1室0厅0厨1卫,低楼层 (共29层),21.08,平层,暂无数据,板楼,南,钢混结构,简装,四梯三十三户,有,暂无数据,民水,民电,3.1元/m3
479,前湾国际社区中区,萧山区,萧山科技城,null,325,32657,2023-12-12,商品房,2021-06-29,普通住宅,满两年,非共有,无抵押,已上传房本照片,231215ZT095413,3室1厅1厨2卫,高楼层 (共25层),99.52,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
480,前湾江上湾,萧山区,萧山科技城,null,400,33173,2023-07-10,商品房,2023-02-03,普通住宅,满两年,共有,无抵押,已上传房本照片,230330WV121583,3室2厅1厨2卫,低楼层 (共27层),120.58,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
481,尚雅府,萧山区,瓜沥,null,202,17859,2024-10-21,商品房,2019-11-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,230324SD266654,3室1厅1厨1卫,低楼层 (共16层),113.11,平层,暂无数据,塔楼,东南,钢混结构,毛坯,两梯两户,有,暂无数据,,,
482,绿都四季华庭,萧山区,南部卧城,null,225,25401,2024-12-12,商品房,2019-09-06,普通住宅,满五年,非共有,有抵押,已上传房本照片,190712294976,3室2厅1厨2卫,低楼层 (共18层),88.58,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
483,裕隆大厦,萧山区,萧山新城区,近地铁7号线明星路站,120,22206,2024-11-04,商品房,2022-08-03,商住两用,满两年,共有,无抵押,已上传房本照片,240703FN319012,1室1厅1厨1卫,低楼层 (共27层),54.04,平层,暂无数据,板楼,南 西南,钢结构,精装,四梯二十四户,有,暂无数据,未知,未知,3.1元/m3
484,泰和花园,萧山区,南部卧城,null,470,31365,2022-12-02,商品房,2002-03-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,221206SM596862,4室2厅1厨2卫,中楼层 (共6层),149.85,平层,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,无,暂无数据,,,
485,顺发康庄,萧山区,钱江世纪城,null,272,32654,2022-10-17,商品房,2017-03-30,普通住宅,满五年,共有,无抵押,已上传房本照片,221112HI193868,3室2厅1厨1卫,低楼层 (共29层),83.3,平层,暂无数据,板楼,南,混合结构,简装,两梯四户,有,暂无数据,,,
486,碧桂园天麓府,萧山区,南部卧城,null,288,22696,2024-09-11,商品房,2020-07-06,普通住宅,满两年,共有,无抵押,已上传房本照片,240911HW077080,4室2厅1厨2卫,中楼层 (共18层),126.9,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,暂无数据,,,
487,融创东南海,萧山区,萧山开发区,近地铁7号线新街站,278,31020,2024-08-15,商品房,2020-09-14,普通住宅,满两年,非共有,有抵押,已上传房本照片,240824MI793889,3室2厅1厨2卫,低楼层 (共27层),89.62,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
488,绿城沁桂轩,萧山区,萧山新城区,近地铁7号线建设三路站,850,50623,2024-06-21,商品房,2024-06-20,普通住宅,未满两年,共有,无抵押,已上传房本照片,240622XM893181,4室1厅1厨3卫,高楼层 (共26层),167.91,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,暂无数据,,,
489,永泰名苑,萧山区,萧山开发区,近地铁7号线新汉路站,205,18688,2022-01-04,商品房,2016-06-29,普通住宅,满五年,共有,有抵押,已上传房本照片,210622JG433334,3室2厅1厨1卫,高楼层 (共17层),109.7,平层,78.19,塔楼,东北,框架结构,简装,两梯十六户,有,暂无数据,,,
490,恒安名座,萧山区,萧山市区,null,310,23764,2025-02-18,商品房,2017-09-29,商住两用,满五年,非共有,有抵押,已上传房本照片,210325RQ273215,3室2厅1厨2卫,低楼层 (共28层),130.45,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,商水,商电,3.1元/m3
491,萧悦中御府,萧山区,萧山新城区,近地铁5号线 通惠中路站,290,32717,2023-07-25,商品房,2020-08-28,普通住宅,满两年,共有,无抵押,已上传房本照片,200831JR543932,3室2厅1厨1卫,高楼层 (共33层),88.64,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
492,京港国际,萧山区,钱江世纪城,近地铁2号线盈丰路站,718,38231,2024-08-06,商品房,2021-03-17,商住两用,满两年,共有,有抵押,已上传房本照片,220518QH230324,3室1厅1厨2卫,中楼层 (共29层),187.81,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,商水,商电,3.11元/m3
493,茗香庭,萧山区,义桥,null,160,13123,2021-10-04,商品房,2022-06-20,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,210615UJ577813,3室2厅1厨2卫,中楼层 (共7层),121.93,平层,暂无数据,板塔结合,南,砖混结构,精装,暂无数据,无,暂无数据,,,
494,罗峰新村,萧山区,义桥,null,155,17741,2024-08-15,商品房,2012-03-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,240903BM986354,2室1厅1厨1卫,高楼层 (共6层),87.37,平层,77,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,,,
495,佳境天城成合苑,萧山区,钱江世纪城,近地铁2号线振宁路站,615,35715,2023-08-06,商品房,2008-02-15,普通住宅,满五年,共有,无抵押,已上传房本照片,231030VF653846,4室1厅1厨2卫,低楼层 (共15层),172.2,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,,,
496,高桥小区,萧山区,萧山市区,null,290,30653,2023-03-28,商品房,2000-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,230330SZ117794,3室2厅1厨1卫,低楼层 (共6层),94.61,平层,暂无数据,板塔结合,南,砖混结构,简装,暂无数据,无,暂无数据,,,
497,融创华奥时代奥城,萧山区,钱江世纪城,null,1200,82691,2023-12-26,商品房,2020-01-13,普通住宅,满五年,共有,有抵押,已上传房本照片,231226JW199311,4室2厅1厨2卫,低楼层 (共32层),145.12,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
498,金马同盛,萧山区,萧山市区,null,205,23523,2024-08-05,商品房,2020-04-22,普通住宅,满五年,非共有,有抵押 80万元 中信银行 业主自还,已上传房本照片,191223659090,2室2厅1厨1卫,高楼层 (共22层),87.15,平层,暂无数据,板楼,南,砖混结构,精装,两梯三户,有,暂无数据,,,
499,林之语,萧山区,萧山科技城,null,205,28199,2024-06-04,商品房,2019-12-09,普通住宅,满五年,非共有,有抵押,已上传房本照片,190911236413,2室1厅1厨1卫,中楼层 (共17层),72.7,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
500,中誉现代城,萧山区,萧山新城区,近地铁5号线 通惠中路站,128,23863,2023-11-01,商品房,2013-08-31,普通住宅,满五年,共有,无抵押,已上传房本照片,201123LY589280,1室1厅1厨1卫,中楼层 (共17层),53.64,平层,暂无数据,板楼,南,钢混结构,简装,两梯十六户,有,暂无数据,,,
501,绿都百瑞广场,萧山区,萧山新城区,近地铁7号线建设三路站,70,21401,2024-05-14,商品房,2018-05-17,商住两用,满五年,共有,无抵押,已上传房本照片,180514237619,1室1厅1厨1卫,中楼层 (共27层),32.71,平层,暂无数据,板楼,西,钢混结构,简装,三梯三十一户,有,暂无数据,商水,商电,3.1元/m3
502,南城景园,萧山区,南部卧城,null,145,16750,2024-03-12,商品房,2016-02-03,普通住宅,满五年,共有,无抵押,已上传房本照片,240219UT228359,2室2厅1厨1卫,中楼层 (共6层),86.57,平层,86.57,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,,,
503,南门江住宅区,萧山区,萧山市区,近地铁2号线人民路站,130,22480,2024-03-02,商品房,2023-11-01,普通住宅,未满两年,共有,无抵押,已上传房本照片,240313IW844759,2室1厅1厨1卫,高楼层 (共6层),57.83,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,,,
504,戈雅公寓,萧山区,闻堰,null,415,29671,2022-05-30,商品房,2017-09-13,普通住宅,满五年,共有,有抵押 149万元 中国银行 业主自还,已上传房本照片,220530TP953664,4室2厅1厨2卫,低楼层 (共32层),139.87,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,有,暂无数据,,,
505,奥克斯金宸玖和府,萧山区,萧山开发区,近地铁5号线双桥站,300,31208,2024-10-09,商品房,2022-12-07,普通住宅,满两年,非共有,有抵押,已上传房本照片,230903VA512296,3室1厅1厨2卫,中楼层 (共26层),96.13,平层,暂无数据,板塔结合,南,混合结构,精装,两梯四户,有,暂无数据,,,
506,御景蓝湾,萧山区,义桥,null,210,23929,2024-09-25,商品房,2017-02-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,240918EW929645,3室2厅1厨2卫,中楼层 (共27层),87.76,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
507,戈雅公寓,萧山区,闻堰,null,245,19336,2021-09-06,商品房,2009-11-17,普通住宅,满五年,共有,无抵押,已上传房本照片,210908JZ388790,3室2厅1厨2卫,中楼层 (共32层),126.71,平层,100.66,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
508,戈雅公寓,萧山区,闻堰,null,305,24538,2023-10-20,商品房,2019-11-05,普通住宅,满五年,非共有,有抵押,已上传房本照片,190511516661,3室2厅1厨2卫,低楼层 (共31层),124.3,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,有,暂无数据,,,
509,湖悦江南院,萧山区,萧山科技城,null,368,35913,2022-09-27,商品房,2022-09-27,普通住宅,满两年,非共有,有抵押,已上传房本照片,220927LP055387,3室2厅1厨2卫,中楼层 (共25层),102.47,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
510,保利欣品华庭,萧山区,萧山开发区,近地铁7号线新街站,335,31863,2023-10-20,商品房,2023-08-16,普通住宅,未满两年,非共有,无抵押,已上传房本照片,231023CM578926,3室2厅1厨2卫,低楼层 (共8层),105.14,平层,暂无数据,暂无数据,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,,,
511,中铁诺德雅逸府,萧山区,萧山开发区,近地铁7号线新街站,368,26870,2023-10-19,商品房,2022-10-04,普通住宅,满两年,共有,有抵押,已上传房本照片,231020TS152489,4室2厅1厨2卫,中楼层 (共7层),136.96,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,暂无数据,,,
512,保亿湖风雅园,萧山区,闻堰,null,450,27006,2024-03-12,商品房,2021-10-17,普通住宅,满两年,共有,有抵押 金融公司垫资,已上传房本照片,240512WH550552,5室2厅1厨3卫,低楼层 (共16层),166.63,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,,,
513,宸宇府,萧山区,南部卧城,null,290,29323,2024-04-21,商品房,2023-07-03,普通住宅,未满两年,共有,有抵押,已上传房本照片,240421EZ846513,3室2厅1厨2卫,高楼层 (共33层),98.9,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
514,戈雅公寓,萧山区,闻堰,null,325,25429,2023-03-29,商品房,2007-09-25,普通住宅,满五年,非共有,有抵押,已上传房本照片,230330TF061931,3室2厅1厨2卫,中楼层 (共5层),127.81,平层,暂无数据,板塔结合,南,混合结构,精装,一梯两户,有,暂无数据,,,
515,御景蓝湾,萧山区,义桥,null,88,14743,2022-12-03,商品房,2017-07-18,商住两用,满五年,非共有,有抵押,已上传房本照片,180622327412,2室1厅1厨1卫,中楼层 (共5层),59.69,跃层,暂无数据,塔楼,西,钢混结构,简装,三梯二十二户,有,暂无数据,商水,商电,3.1元/m3
516,嘉宸天誉名轩,萧山区,萧山新城区,近地铁7号线兴议站,800,57800,2023-08-10,商品房,2021-06-02,普通住宅,满两年,共有,有抵押 400万元 建设银行 业主自还,已上传房本照片,230819ZD989061,4室2厅1厨2卫,中楼层 (共34层),138.41,平层,暂无数据,板楼,西南,砖混结构,精装,两梯两户,有,暂无数据,,,
517,金域兰庭,萧山区,义桥,null,293,23185,2022-06-28,商品房,2018-05-17,普通住宅,满五年,共有,有抵押,已上传房本照片,171209099898,3室2厅1厨2卫,中楼层 (共29层),126.38,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
518,宁东拥潮府,萧山区,萧山新城区,近地铁7号线建设三路站,500,54741,2023-12-03,商品房,2022-02-18,普通住宅,满两年,共有,有抵押 120万元,已上传房本照片,230309AY001860,3室2厅1厨2卫,高楼层 (共11层),91.34,平层,暂无数据,板楼,南,砖混结构,精装,两梯两户,有,暂无数据,,,
519,顺发堤香名苑,萧山区,萧山新城区,近地铁5号线金鸡路站,450,33615,2024-10-26,商品房,2018-09-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,241028HC838825,4室2厅1厨2卫,高楼层 (共27层),133.87,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,,,
520,金域三江,萧山区,义桥,null,198,20951,2024-11-01,商品房,2020-10-15,普通住宅,满两年,非共有,无抵押,已上传房本照片,200803DO523450,2室2厅1厨1卫,高楼层 (共29层),94.51,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,暂无数据,,,
521,永泰名苑,萧山区,萧山开发区,近地铁7号线新汉路站,100,20178,2023-05-17,商品房,2017-09-14,普通住宅,满五年,共有,无抵押,已上传房本照片,null,1室1厅1厨1卫,低楼层 (共17层),49.56,平层,暂无数据,塔楼,南,框架结构,精装,两梯十五户,有,暂无数据,,,
522,御景蓝湾,萧山区,义桥,null,216,24276,2023-03-09,商品房,2020-05-27,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,190601968768,3室2厅1厨2卫,高楼层 (共27层),88.98,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
523,众安国泰花园,萧山区,萧山新城区,null,348,28626,2024-11-24,商品房,2005-06-15,普通住宅,满五年,共有,无抵押,已上传房本照片,230319WK526057,3室2厅1厨2卫,中楼层 (共6层),121.57,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,,,
524,中新御景湾,萧山区,萧山开发区,null,215,23842,2023-12-22,商品房,2019-08-01,普通住宅,满五年,共有,无抵押,已上传房本照片,190525230334,4室2厅1厨2卫,高楼层 (共18层),90.18,跃层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
525,湘湖人家,萧山区,闻堰,null,325,24157,2022-06-16,商品房,2007-08-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,221205ZS386014,3室2厅1厨2卫,中楼层 (共5层),134.54,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,,,
526,星南站,萧山区,南部卧城,null,82,26132,2022-01-11,商品房,2021-06-29,商住两用,满两年,非共有,有抵押,已上传房本照片,220112XR650277,1室1厅1厨1卫,中楼层 (共5层),31.38,暂无数据,暂无数据,塔楼,西 南,钢混结构,精装,三梯十八户,有,暂无数据,未知,未知,
527,阳光城上府,萧山区,西兴,近地铁5号线滨康路站,320,35968,2023-04-22,商品房,2018-10-31,普通住宅,满五年,共有,无抵押,已上传房本照片,211209XV016938,3室2厅1厨2卫,高楼层 (共34层),88.97,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
528,同和公寓,萧山区,湘湖,null,220,19096,2020-12-21,商品房,2010-07-18,普通住宅,满五年,共有,无抵押,已上传房本照片,210106QW856412,3室2厅1厨2卫,高楼层 (共6层),115.21,平层,103.22,板楼,南 北,钢混结构,毛坯,暂无数据,无,暂无数据,,,
529,南岸花城,萧山区,闻堰,null,82,20593,2023-02-08,商品房,2019-05-27,普通住宅,满五年,共有,无抵押,已上传房本照片,190423535781,1室1厅1厨1卫,高楼层 (共4层),39.82,平层,暂无数据,板楼,东 南,钢混结构,精装,一梯三十户,有,暂无数据,,,
530,御景蓝湾,萧山区,义桥,null,285,32059,2022-06-16,商品房,2018-07-23,普通住宅,满五年,非共有,有抵押,已上传房本照片,180422341015,3室2厅1厨2卫,低楼层 (共26层),88.9,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,,,
531,德圣博奥城,萧山区,萧山新城区,近地铁7号线明星路站,700,58730,2024-06-15,商品房,2014-03-28,普通住宅,满五年,非共有,有抵押,已上传房本照片,240616IM979531,4室2厅1厨2卫,高楼层 (共26层),119.19,跃层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
532,摩卡商务馆,萧山区,闻堰,null,59,18160,2024-02-25,商品房,2018-07-01,商住两用,满五年,共有,有抵押 30万元,已上传房本照片,180524030362,1室1厅1厨1卫,低楼层 (共3层),32.49,跃层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,商水,商电,3.11元/m3
533,德信君宸,萧山区,萧山新城区,近地铁7号线明星路站,325,36724,2023-11-19,商品房,2019-05-30,普通住宅,满五年,共有,无抵押,已上传房本照片,231119FZ777892,3室2厅1厨2卫,低楼层 (共23层),88.5,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,,,
534,华瑞晴庐,萧山区,萧山新城区,null,375,31786,2025-03-22,商品房,2016-05-12,普通住宅,满五年,共有,无抵押,已上传房本照片,230224KQ083468,4室2厅1厨2卫,中楼层 (共33层),117.98,平层,92.04,板楼,南 北,混合结构,精装,一梯两户,有,暂无数据,,,
535,郡望府,萧山区,萧山开发区,近地铁7号线新街站,265,29662,2024-08-22,商品房,2017-05-05,普通住宅,满五年,非共有,有抵押,已上传房本照片,240827TJ166035,3室1厅1厨1卫,高楼层 (共27层),89.34,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,,,
536,四季花城月季园,萧山区,南部卧城,null,419,34424,2024-06-16,商品房,2019-12-29,普通住宅,满五年,共有,无抵押,已上传房本照片,211224ZW258269,3室2厅1厨2卫,中楼层 (共6层),121.72,平层,109.17,板楼,南 北,砖混结构,精装,暂无数据,无,暂无数据,,,
537,戈雅公寓,萧山区,闻堰,null,410,26122,2022-10-29,商品房,2009-08-19,普通住宅,满五年,共有,无抵押,已上传房本照片,221103UW343034,3室2厅1厨2卫,中楼层 (共32层),156.96,平层,125.72,板楼,东,钢混结构,精装,一梯三户,有,暂无数据,,,
538,南江商业中心,萧山区,南部卧城,近地铁2号线曹家桥站,90,18360,2021-12-29,商品房,2016-08-03,商住两用,满五年,非共有,有抵押,已上传房本照片,190921138746,2室1厅1厨1卫,低楼层 (共25层),49.02,暂无数据,33.93,板楼,北,钢混结构,精装,六梯四十一户,有,暂无数据,商水,商电,3.1元/m3
539,保利潮起云上府,萧山区,萧山新城区,近地铁2号线建设一路站,460,46545,2023-06-08,商品房,2023-06-08,普通住宅,未满两年,共有,无抵押,已上传房本照片,230608RK693647,3室2厅1厨2卫,低楼层 (共26层),98.83,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
540,虹云之城,萧山区,萧山开发区,近地铁5号线姑娘桥站,396,30844,2024-04-15,商品房,2024-04-08,普通住宅,未满两年,共有,有抵押,已上传房本照片,240422QT971130,4室2厅1厨2卫,中楼层 (共11层),128.39,平层,暂无数据,暂无数据,东南 南,未知结构,精装,一梯两户,有,暂无数据,,,
541,保利潮起云上府,萧山区,萧山新城区,近地铁2号线建设一路站,480,49065,2024-12-23,商品房,2023-08-28,普通住宅,未满两年,共有,有抵押,已上传房本照片,241227CI477328,3室2厅1厨2卫,中楼层 (共26层),97.83,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,,,
542,金域兰庭,萧山区,义桥,null,210,23370,2023-05-06,商品房,2017-03-27,普通住宅,满五年,共有,有抵押,已上传房本照片,201207SQ015657,3室2厅1厨1卫,高楼层 (共18层),89.86,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,,,
543,盛元蓝爵国际,萧山区,萧山市区,null,350,39679,2024-08-06,商品房,2013-05-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,240729BZ455338,3室2厅1厨1卫,低楼层 (共18层),88.21,平层,70.31,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
544,美之园东区,萧山区,湘湖,null,350,26196,2024-10-10,商品房,2013-03-25,普通住宅,满五年,非共有,有抵押,已上传房本照片,241011IK595776,4室2厅1厨2卫,高楼层 (共5层),133.61,跃层,121.59,板楼,南,混合结构,精装,暂无数据,无,暂无数据,,,
545,高第府,萧山区,萧山市区,null,360,25943,2022-11-12,商品房,2008-07-17,普通住宅,满五年,共有,有抵押,已上传房本照片,221116MX732717,3室2厅1厨2卫,高楼层 (共12层),138.77,平层,暂无数据,板楼,南 北 西,钢混结构,精装,一梯两户,有,暂无数据,,,
546,Mo.C星辉时光城,萧山区,萧山开发区,null,68,19091,2024-09-20,商品房,2024-08-21,商住两用,未满两年,非共有,无抵押,已上传房本照片,240822TJ514360,2室2厅2厨2卫,高楼层 (共16层),35.62,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,未知,未知,
547,奥园,萧山区,南部卧城,null,260,29569,2024-11-02,商品房,2018-12-18,普通住宅,满五年,共有,有抵押,已上传房本照片,241115NF301097,3室2厅1厨2卫,高楼层 (共34层),87.93,平层,暂无数据,塔楼,南,砖混结构,精装,两梯四户,有,暂无数据,,,
548,宸宇府,萧山区,南部卧城,null,283,28537,2025-02-03,商品房,2024-05-23,普通住宅,未满两年,共有,有抵押,已上传房本照片,240610KH123525,3室1厅1厨2卫,低楼层 (共33层),99.17,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,,,
549,南江商业中心,萧山区,南部卧城,近地铁2号线曹家桥站,77,15051,2021-03-02,商品房,2017-11-24,商住两用,满五年,非共有,无抵押,已上传房本照片,180730711210,1室1厅1厨1卫,高楼层 (共25层),51.16,平层,暂无数据,板楼,北,钢混结构,简装,六梯四十一户,有,暂无数据,商水,商电,3.1元/m3
550,前湾江上湾,萧山区,萧山科技城,null,510,35062,2024-12-25,商品房,2023-02-14,普通住宅,满两年,非共有,有抵押 300万元 杭州银行 业主自还,已上传房本照片,230221UI496416,4室1厅1厨3卫,低楼层 (共7层),145.46,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
551,绿都四季华庭,萧山区,南部卧城,null,290,32680,2023-09-04,商品房,2017-12-26,普通住宅,满五年,共有,有抵押,已上传房本照片,230910IW402993,3室2厅1厨2卫,中楼层 (共30层),88.74,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
552,郡望府,萧山区,萧山开发区,近地铁7号线新街站,210,23469,2022-12-05,商品房,2017-10-31,普通住宅,满五年,共有,有抵押,已上传房本照片,180829639141,3室2厅1厨2卫,高楼层 (共27层),89.48,平层,66.39,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,,,
553,御景蓝湾,萧山区,义桥,null,263,29544,2023-02-14,商品房,2019-06-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,190821299450,3室2厅1厨2卫,中楼层 (共27层),89.02,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
554,顺发康庄,萧山区,钱江世纪城,null,230,25573,2024-04-23,商品房,2016-07-14,普通住宅,满五年,共有,有抵押,已上传房本照片,240425EU404175,3室2厅1厨2卫,高楼层 (共29层),89.94,平层,68.17,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
555,南岸花城,萧山区,闻堰,null,218,16435,2022-07-06,商品房,2019-04-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,191121346525,3室1厅1厨2卫,中楼层 (共11层),132.65,平层,暂无数据,板楼,南,钢混结构,毛坯,暂无数据,无,暂无数据,,,
556,锦粼云荟,萧山区,萧山新城区,null,450,36052,2023-06-27,商品房,2023-06-13,普通住宅,未满两年,共有,有抵押,已上传房本照片,230629HM680011,4室2厅1厨2卫,中楼层 (共11层),124.82,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
557,新城璟隽公馆,萧山区,萧山新城区,null,55,13177,2024-12-08,商品房,2024-12-06,商住两用,未满两年,非共有,无抵押,已上传房本照片,210909SX573071,1室1厅1厨1卫,中楼层 (共16层),41.74,平层,暂无数据,板楼,西南,钢混结构,精装,两梯五十五户,有,暂无数据,商水,商电,
558,南岸花城,萧山区,闻堰,null,245,18975,2024-10-18,商品房,2021-03-31,普通住宅,满两年,共有,无抵押,已上传房本照片,201009HK628942,3室2厅1厨2卫,中楼层 (共11层),129.12,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,暂无数据,,,
559,香山四季公馆,萧山区,南部卧城,null,98,13790,2021-10-25,商品房,2017-11-13,商住两用,满五年,非共有,有抵押,已上传房本照片,190409098662,2室0厅1厨1卫,高楼层 (共19层),71.07,平层,暂无数据,板楼,东南,钢混结构,简装,四梯十九户,有,暂无数据,民水,民电,
560,南门江住宅区,萧山区,萧山市区,近地铁2号线人民路站,135,24099,2024-07-24,商品房,2019-09-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,180820816889,2室1厅1厨1卫,低楼层 (共6层),56.02,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,,,
